id,number,semester,year,user,difficulty,interest,department,workload1,workload2,workload3,workload4
s121_CIS_4010_2021_Fall,4010,Fall,2021,s121,2,5,CIS,2,3,3,1
s121_CIS_4550_2021_Spring,4550,Spring,2021,s121,5,3,CIS,4,5,5,4
s121_CIS_5200_2022_Spring,5200,Spring,2022,s121,4,3,CIS,5,4,4,3
s121_CIS_4620_2020_Fall,4620,Fall,2020,s121,3,3,CIS,3,2,2,2
s121_CIS_6250_2021_Spring,6250,Spring,2021,s121,5,4,CIS,4,5,4,5
s122_CIS_1210_2022_Spring,1210,Spring,2022,s122,5,5,CIS,5,5,5,4
s122_CIS_6730_2020_Fall,6730,Fall,2020,s122,4,1,CIS,4,4,5,5
s122_CIS_3900_2021_Fall,3900,Fall,2021,s122,4,5,CIS,5,4,3,3
s122_CIS_5110_2022_Fall,5110,Fall,2022,s122,2,5,CIS,3,3,1,2
s122_CIS_6800_2021_Spring,6800,Spring,2021,s122,2,4,CIS,1,2,1,2
s123_CIS_5190_2022_Fall,5190,Fall,2022,s123,1,3,CIS,2,1,1,1
s123_CIS_5490_2022_Spring,5490,Spring,2022,s123,3,1,CIS,4,2,3,4
s123_CIS_5520_2022_Spring,5520,Spring,2022,s123,2,5,CIS,2,2,3,1
s123_CIS_6300_2020_Spring,6300,Spring,2020,s123,3,4,CIS,3,4,2,2
s123_CIS_5200_2021_Spring,5200,Spring,2021,s123,3,5,CIS,3,3,3,3
s124_CIS_1880_2022_Fall,1880,Fall,2022,s124,5,4,CIS,4,5,5,5
s124_CIS_8990_2021_Fall,8990,Fall,2021,s124,1,3,CIS,1,2,1,1
s124_CIS_5480_2021_Fall,5480,Fall,2021,s124,2,3,CIS,3,1,2,3
s124_CIS_6800_2020_Spring,6800,Spring,2020,s124,1,1,CIS,1,2,1,1
s124_CIS_6500_2022_Fall,6500,Fall,2022,s124,2,5,CIS,2,3,3,3
s125_CIS_5630_2022_Fall,5630,Fall,2022,s125,5,3,CIS,5,5,5,5
s125_CIS_6730_2020_Fall,6730,Fall,2020,s125,1,3,CIS,1,1,1,2
s125_CIS_3310_2022_Fall,3310,Fall,2022,s125,1,4,CIS,1,1,2,2
s125_CIS_4550_2020_Spring,4550,Spring,2020,s125,5,4,CIS,5,5,5,5
s125_CIS_4980_2022_Spring,4980,Spring,2022,s125,1,4,CIS,2,1,1,2
s126_CIS_5930_2022_Fall,5930,Fall,2022,s126,4,3,CIS,4,5,4,4
s126_CIS_4230_2022_Spring,4230,Spring,2022,s126,2,5,CIS,2,1,1,3
s126_CIS_1200_2022_Spring,1200,Spring,2022,s126,1,3,CIS,2,1,1,2
s126_CIS_7980_2021_Fall,7980,Fall,2021,s126,2,5,CIS,2,2,3,3
s126_CIS_5000_2021_Fall,5000,Fall,2021,s126,2,5,CIS,2,2,3,3
s127_CIS_8990_2022_Spring,8990,Spring,2022,s127,3,2,CIS,3,2,4,2
s127_CIS_5560_2021_Fall,5560,Fall,2021,s127,3,4,CIS,3,2,3,2
s127_CIS_8950_2021_Fall,8950,Fall,2021,s127,4,5,CIS,4,5,4,5
s127_CIS_1100_2021_Fall,1100,Fall,2021,s127,4,1,CIS,4,4,3,5
s127_CIS_3340_2020_Fall,3340,Fall,2020,s127,3,3,CIS,3,3,3,4
s128_CIS_5630_2022_Spring,5630,Spring,2022,s128,5,4,CIS,5,4,5,5
s128_CIS_5960_2020_Fall,5960,Fall,2020,s128,3,1,CIS,4,3,3,3
s128_CIS_0099_2022_Fall,0099,Fall,2022,s128,1,4,CIS,1,2,2,1
s128_CIS_5800_2022_Fall,5800,Fall,2022,s128,1,4,CIS,1,1,2,1
s128_CIS_4190_2022_Fall,4190,Fall,2022,s128,5,5,CIS,4,4,5,4
s129_CIS_0099_2020_Spring,0099,Spring,2020,s129,3,5,CIS,3,2,4,4
s129_CIS_5540_2021_Spring,5540,Spring,2021,s129,4,3,CIS,3,5,4,5
s129_CIS_1050_2020_Spring,1050,Spring,2020,s129,1,2,CIS,2,1,1,1
s129_CIS_4230_2021_Spring,4230,Spring,2021,s129,5,1,CIS,5,4,5,4
s129_CIS_4980_2021_Spring,4980,Spring,2021,s129,4,1,CIS,4,3,4,4
s130_CIS_4010_2022_Spring,4010,Spring,2022,s130,1,5,CIS,1,2,1,1
s130_CIS_6400_2020_Fall,6400,Fall,2020,s130,5,2,CIS,4,5,5,4
s130_CIS_4190_2022_Spring,4190,Spring,2022,s130,5,1,CIS,4,5,5,5
s130_CIS_5350_2022_Spring,5350,Spring,2022,s130,5,5,CIS,5,4,5,5
s130_CIS_1210_2022_Spring,1210,Spring,2022,s130,5,3,CIS,5,5,5,5
s131_CIS_4100_2022_Spring,4100,Spring,2022,s131,4,2,CIS,5,3,3,4
s131_CIS_6200_2022_Spring,6200,Spring,2022,s131,3,4,CIS,3,2,2,4
s131_CIS_1950_2020_Fall,1950,Fall,2020,s131,4,5,CIS,5,3,4,5
s131_CIS_4970_2021_Spring,4970,Spring,2021,s131,3,2,CIS,4,3,3,2
s131_CIS_5050_2022_Spring,5050,Spring,2022,s131,3,4,CIS,4,4,4,4
s132_CIS_3310_2021_Spring,3310,Spring,2021,s132,2,2,CIS,3,3,3,1
s132_CIS_5590_2020_Fall,5590,Fall,2020,s132,2,3,CIS,3,1,2,2
s132_CIS_5570_2021_Fall,5570,Fall,2021,s132,2,4,CIS,1,2,2,2
s132_CIS_5930_2022_Fall,5930,Fall,2022,s132,2,5,CIS,2,1,3,2
s132_CIS_6600_2021_Spring,6600,Spring,2021,s132,2,5,CIS,1,1,3,2
s133_CIS_5600_2022_Spring,5600,Spring,2022,s133,5,2,CIS,4,4,5,4
s133_CIS_5900_2022_Fall,5900,Fall,2022,s133,2,4,CIS,2,3,2,2
s133_CIS_1920_2021_Fall,1920,Fall,2021,s133,4,3,CIS,4,4,3,3
s133_CIS_5810_2022_Spring,5810,Spring,2022,s133,3,5,CIS,4,3,2,3
s133_CIS_5550_2020_Fall,5550,Fall,2020,s133,3,1,CIS,3,2,4,4
s134_CIS_1970_2022_Spring,1970,Spring,2022,s134,5,4,CIS,4,5,5,5
s134_CIS_4100_2020_Spring,4100,Spring,2020,s134,2,3,CIS,2,3,1,3
s134_CIS_5820_2020_Spring,5820,Spring,2020,s134,1,4,CIS,1,1,1,1
s134_CIS_1940_2022_Fall,1940,Fall,2022,s134,4,3,CIS,4,5,4,4
s134_CIS_5600_2021_Spring,5600,Spring,2021,s134,3,4,CIS,4,4,3,3
s135_CIS_7980_2020_Fall,7980,Fall,2020,s135,3,1,CIS,4,3,3,4
s135_CIS_6770_2021_Spring,6770,Spring,2021,s135,4,4,CIS,3,5,5,3
s135_CIS_1980_2021_Spring,1980,Spring,2021,s135,4,4,CIS,5,4,4,4
s135_CIS_6250_2022_Spring,6250,Spring,2022,s135,1,2,CIS,2,2,1,1
s135_CIS_1960_2021_Fall,1960,Fall,2021,s135,1,1,CIS,1,1,1,1
s136_CIS_1600_2020_Spring,1600,Spring,2020,s136,3,2,CIS,4,3,4,4
s136_CIS_4110_2021_Spring,4110,Spring,2021,s136,3,4,CIS,4,2,3,3
s136_CIS_5500_2022_Fall,5500,Fall,2022,s136,4,1,CIS,4,5,5,4
s136_CIS_3990_2020_Spring,3990,Spring,2020,s136,4,4,CIS,3,3,3,3
s136_CIS_5420_2021_Fall,5420,Fall,2021,s136,3,4,CIS,4,2,3,3
s137_CIS_7000_2021_Spring,7000,Spring,2021,s137,5,4,CIS,5,4,5,5
s137_CIS_5220_2022_Fall,5220,Fall,2022,s137,2,3,CIS,3,2,1,1
s137_CIS_5260_2020_Fall,5260,Fall,2020,s137,3,3,CIS,4,4,2,4
s137_CIS_5680_2020_Spring,5680,Spring,2020,s137,4,3,CIS,4,4,4,5
s137_CIS_1400_2022_Fall,1400,Fall,2022,s137,4,3,CIS,3,4,5,5
s138_CIS_9950_2021_Spring,9950,Spring,2021,s138,4,2,CIS,4,5,3,3
s138_CIS_6700_2022_Spring,6700,Spring,2022,s138,2,3,CIS,1,1,3,1
s138_CIS_5810_2021_Fall,5810,Fall,2021,s138,1,3,CIS,1,1,2,1
s138_CIS_5610_2020_Spring,5610,Spring,2020,s138,5,5,CIS,5,4,4,5
s138_CIS_3410_2020_Spring,3410,Spring,2020,s138,3,2,CIS,2,4,3,4
s139_CIS_5560_2020_Fall,5560,Fall,2020,s139,3,1,CIS,4,2,3,2
s139_CIS_5730_2021_Fall,5730,Fall,2021,s139,1,4,CIS,1,1,1,2
s139_CIS_5410_2020_Spring,5410,Spring,2020,s139,5,1,CIS,5,4,4,5
s139_CIS_6730_2020_Spring,6730,Spring,2020,s139,1,3,CIS,2,1,2,1
s139_CIS_5150_2021_Spring,5150,Spring,2021,s139,4,3,CIS,3,3,3,3
s140_CIS_5110_2020_Fall,5110,Fall,2020,s140,5,1,CIS,4,5,4,5
s140_CIS_1940_2022_Fall,1940,Fall,2022,s140,3,3,CIS,3,3,2,4
s140_CIS_5570_2020_Fall,5570,Fall,2020,s140,2,4,CIS,2,3,2,1
s140_CIS_5510_2021_Spring,5510,Spring,2021,s140,4,3,CIS,3,4,5,4
s140_CIS_5200_2020_Fall,5200,Fall,2020,s140,5,2,CIS,4,4,4,5
s141_CIS_5650_2021_Fall,5650,Fall,2021,s141,4,2,CIS,4,4,3,5
s141_CIS_4670_2020_Fall,4670,Fall,2020,s141,5,4,CIS,4,5,5,4
s141_CIS_7980_2022_Spring,7980,Spring,2022,s141,1,4,CIS,2,1,1,2
s141_CIS_5510_2022_Spring,5510,Spring,2022,s141,2,1,CIS,2,2,2,1
s141_CIS_4360_2020_Spring,4360,Spring,2020,s141,1,1,CIS,1,1,1,2
s142_CIS_5000_2021_Spring,5000,Spring,2021,s142,2,2,CIS,3,1,1,2
s142_CIS_5400_2021_Fall,5400,Fall,2021,s142,2,5,CIS,2,2,3,1
s142_CIS_5990_2021_Spring,5990,Spring,2021,s142,5,2,CIS,4,4,5,5
s142_CIS_3310_2020_Spring,3310,Spring,2020,s142,3,1,CIS,4,2,3,4
s142_CIS_8950_2021_Spring,8950,Spring,2021,s142,4,4,CIS,4,3,4,3
s143_CIS_9950_2021_Spring,9950,Spring,2021,s143,1,4,CIS,1,2,1,1
s143_CIS_6250_2022_Spring,6250,Spring,2022,s143,3,2,CIS,2,4,2,2
s143_CIS_5570_2022_Spring,5570,Spring,2022,s143,1,5,CIS,1,2,2,2
s143_CIS_4190_2020_Spring,4190,Spring,2020,s143,2,3,CIS,2,3,2,1
s143_CIS_1980_2021_Fall,1980,Fall,2021,s143,5,4,CIS,5,5,5,4
s144_CIS_5420_2020_Fall,5420,Fall,2020,s144,1,4,CIS,2,1,1,2
s144_CIS_9990_2022_Fall,9990,Fall,2022,s144,5,2,CIS,5,5,5,4
s144_CIS_4100_2020_Spring,4100,Spring,2020,s144,2,4,CIS,1,1,2,1
s144_CIS_1930_2020_Spring,1930,Spring,2020,s144,4,5,CIS,5,4,4,3
s144_CIS_3310_2022_Fall,3310,Fall,2022,s144,5,4,CIS,4,5,5,5
s145_CIS_5470_2022_Spring,5470,Spring,2022,s145,5,4,CIS,5,4,5,5
s145_CIS_1950_2020_Spring,1950,Spring,2020,s145,1,3,CIS,2,1,1,2
s145_CIS_4620_2020_Spring,4620,Spring,2020,s145,5,2,CIS,4,4,5,5
s145_CIS_3200_2021_Spring,3200,Spring,2021,s145,5,2,CIS,4,5,5,4
s145_CIS_5930_2020_Spring,5930,Spring,2020,s145,3,5,CIS,2,2,3,2
s146_CIS_5210_2022_Fall,5210,Fall,2022,s146,3,3,CIS,2,4,3,4
s146_CIS_4500_2021_Spring,4500,Spring,2021,s146,3,5,CIS,4,2,3,4
s146_CIS_5570_2021_Fall,5570,Fall,2021,s146,2,1,CIS,1,1,1,1
s146_CIS_6400_2022_Spring,6400,Spring,2022,s146,2,4,CIS,2,2,2,2
s146_CIS_5950_2022_Spring,5950,Spring,2022,s146,2,1,CIS,3,3,3,3
s147_CIS_2620_2021_Spring,2620,Spring,2021,s147,3,1,CIS,2,3,4,4
s147_CIS_5550_2022_Spring,5550,Spring,2022,s147,5,2,CIS,5,5,4,5
s147_CIS_5590_2021_Fall,5590,Fall,2021,s147,5,5,CIS,5,5,5,5
s147_CIS_4000_2022_Fall,4000,Fall,2022,s147,2,1,CIS,2,3,1,2
s147_CIS_7000_2020_Spring,7000,Spring,2020,s147,4,4,CIS,4,5,3,4
s148_CIS_5640_2021_Fall,5640,Fall,2021,s148,4,2,CIS,5,5,3,5
s148_CIS_5810_2021_Spring,5810,Spring,2021,s148,3,1,CIS,2,3,3,4
s148_CIS_5360_2021_Fall,5360,Fall,2021,s148,1,4,CIS,2,2,2,2
s148_CIS_5680_2020_Spring,5680,Spring,2020,s148,5,5,CIS,5,4,4,5
s148_CIS_3980_2021_Spring,3980,Spring,2021,s148,1,3,CIS,2,2,1,2
s149_CIS_1600_2021_Fall,1600,Fall,2021,s149,1,2,CIS,2,2,1,1
s149_CIS_5210_2021_Fall,5210,Fall,2021,s149,1,3,CIS,1,1,2,1
s149_CIS_5660_2020_Fall,5660,Fall,2020,s149,5,1,CIS,5,5,4,4
s149_CIS_1070_2021_Spring,1070,Spring,2021,s149,5,2,CIS,5,5,4,5
s149_CIS_5570_2021_Fall,5570,Fall,2021,s149,2,3,CIS,1,3,3,2
s150_CIS_5570_2022_Fall,5570,Fall,2022,s150,2,5,CIS,1,3,2,3
s150_CIS_5490_2022_Fall,5490,Fall,2022,s150,3,5,CIS,2,4,2,4
s150_CIS_5950_2022_Spring,5950,Spring,2022,s150,1,4,CIS,1,2,1,2
s150_CIS_5000_2020_Fall,5000,Fall,2020,s150,2,1,CIS,2,1,3,2
s150_CIS_4100_2022_Spring,4100,Spring,2022,s150,5,3,CIS,5,5,5,5
s151_CIS_4010_2022_Fall,4010,Fall,2022,s151,1,3,CIS,2,1,1,1
s151_CIS_5360_2022_Spring,5360,Spring,2022,s151,5,3,CIS,4,5,5,5
s151_CIS_4970_2021_Spring,4970,Spring,2021,s151,2,2,CIS,2,2,2,1
s151_CIS_7000_2020_Spring,7000,Spring,2020,s151,4,4,CIS,3,5,4,5
s151_CIS_3990_2021_Spring,3990,Spring,2021,s151,1,2,CIS,1,1,1,1
s152_CIS_3800_2022_Spring,3800,Spring,2022,s152,3,4,CIS,4,2,4,4
s152_CIS_5950_2020_Spring,5950,Spring,2020,s152,4,4,CIS,4,3,3,4
s152_CIS_5600_2022_Spring,5600,Spring,2022,s152,2,2,CIS,2,1,3,3
s152_CIS_5110_2021_Spring,5110,Spring,2021,s152,1,3,CIS,1,2,1,2
s152_CIS_5540_2022_Fall,5540,Fall,2022,s152,2,2,CIS,1,3,2,3
s153_CIS_6600_2020_Spring,6600,Spring,2020,s153,2,1,CIS,2,3,3,1
s153_CIS_5960_2022_Spring,5960,Spring,2022,s153,1,2,CIS,2,1,1,1
s153_CIS_1950_2021_Fall,1950,Fall,2021,s153,1,2,CIS,1,1,2,1
s153_CIS_2330_2022_Fall,2330,Fall,2022,s153,4,5,CIS,4,3,4,4
s153_CIS_4610_2021_Fall,4610,Fall,2021,s153,5,3,CIS,5,4,5,4
s154_CIS_5190_2022_Fall,5190,Fall,2022,s154,2,2,CIS,1,3,3,3
s154_CIS_5940_2021_Spring,5940,Spring,2021,s154,2,3,CIS,2,3,2,1
s154_CIS_2610_2022_Spring,2610,Spring,2022,s154,4,1,CIS,5,3,5,3
s154_CIS_5530_2020_Spring,5530,Spring,2020,s154,2,4,CIS,1,2,1,3
s154_CIS_5970_2021_Spring,5970,Spring,2021,s154,4,4,CIS,3,5,5,5
s155_CIS_6700_2021_Spring,6700,Spring,2021,s155,5,5,CIS,5,5,5,5
s155_CIS_5420_2022_Fall,5420,Fall,2022,s155,4,1,CIS,3,4,3,3
s155_CIS_1970_2020_Spring,1970,Spring,2020,s155,5,5,CIS,4,5,4,5
s155_CIS_1210_2022_Fall,1210,Fall,2022,s155,5,4,CIS,4,4,4,4
s155_CIS_8950_2021_Spring,8950,Spring,2021,s155,5,2,CIS,4,5,5,4
s156_CIS_9950_2021_Fall,9950,Fall,2021,s156,5,4,CIS,4,5,5,4
s156_CIS_5610_2022_Fall,5610,Fall,2022,s156,4,2,CIS,5,3,3,5
s156_CIS_3310_2022_Fall,3310,Fall,2022,s156,5,2,CIS,5,5,5,5
s156_CIS_1400_2021_Spring,1400,Spring,2021,s156,4,3,CIS,5,3,5,3
s156_CIS_5710_2020_Fall,5710,Fall,2020,s156,5,3,CIS,5,5,5,5
s157_CIS_5960_2022_Spring,5960,Spring,2022,s157,1,1,CIS,1,1,2,1
s157_CIS_1940_2022_Fall,1940,Fall,2022,s157,1,5,CIS,1,1,1,1
s157_CIS_3340_2022_Fall,3340,Fall,2022,s157,2,1,CIS,2,1,3,2
s157_CIS_5820_2021_Spring,5820,Spring,2021,s157,4,2,CIS,4,4,5,4
s157_CIS_8950_2020_Fall,8950,Fall,2020,s157,2,4,CIS,1,2,1,1
s158_CIS_8000_2020_Spring,8000,Spring,2020,s158,4,4,CIS,4,4,5,3
s158_CIS_4970_2022_Spring,4970,Spring,2022,s158,2,1,CIS,2,3,2,2
s158_CIS_9990_2020_Fall,9990,Fall,2020,s158,1,1,CIS,1,1,1,1
s158_CIS_5410_2022_Fall,5410,Fall,2022,s158,3,4,CIS,2,2,3,3
s158_CIS_6400_2021_Spring,6400,Spring,2021,s158,1,4,CIS,2,1,1,1
s159_CIS_4500_2020_Spring,4500,Spring,2020,s159,3,1,CIS,3,3,2,2
s159_CIS_5620_2022_Fall,5620,Fall,2022,s159,5,5,CIS,5,4,5,5
s159_CIS_5300_2020_Fall,5300,Fall,2020,s159,5,4,CIS,4,5,4,5
s159_CIS_1200_2021_Fall,1200,Fall,2021,s159,2,1,CIS,3,1,2,2
s159_CIS_2400_2021_Spring,2400,Spring,2021,s159,1,3,CIS,2,1,1,2
s160_CIS_1960_2021_Spring,1960,Spring,2021,s160,5,4,CIS,5,4,5,5
s160_CIS_1960_2021_Fall,1960,Fall,2021,s160,4,5,CIS,4,3,4,4
s160_CIS_1960_2020_Spring,1960,Spring,2020,s160,5,1,CIS,5,4,5,5
s160_CIS_1250_2020_Spring,1250,Spring,2020,s160,1,3,CIS,2,2,2,1
s160_CIS_5190_2022_Fall,5190,Fall,2022,s160,4,2,CIS,4,4,5,3
s161_CIS_5190_2022_Fall,5190,Fall,2022,s161,3,1,CIS,3,4,4,2
s161_CIS_7000_2021_Spring,7000,Spring,2021,s161,4,4,CIS,3,4,5,3
s161_CIS_5000_2020_Fall,5000,Fall,2020,s161,5,4,CIS,5,5,5,5
s161_CIS_4100_2021_Fall,4100,Fall,2021,s161,2,1,CIS,2,2,1,3
s161_CIS_5630_2022_Fall,5630,Fall,2022,s161,2,1,CIS,2,1,3,2
s162_CIS_1930_2022_Fall,1930,Fall,2022,s162,2,1,CIS,3,1,1,3
s162_CIS_5810_2022_Spring,5810,Spring,2022,s162,2,3,CIS,3,1,1,1
s162_CIS_5660_2020_Fall,5660,Fall,2020,s162,1,2,CIS,1,1,2,2
s162_CIS_1810_2022_Spring,1810,Spring,2022,s162,1,5,CIS,2,1,1,2
s162_CIS_4210_2020_Fall,4210,Fall,2020,s162,2,2,CIS,2,3,3,2
s163_CIS_0099_2020_Spring,0099,Spring,2020,s163,4,3,CIS,4,5,5,3
s163_CIS_4980_2021_Spring,4980,Spring,2021,s163,4,3,CIS,4,4,3,3
s163_CIS_5900_2021_Spring,5900,Spring,2021,s163,5,5,CIS,5,4,4,5
s163_CIS_6700_2022_Fall,6700,Fall,2022,s163,4,5,CIS,4,5,5,3
s163_CIS_1980_2022_Fall,1980,Fall,2022,s163,1,5,CIS,1,2,2,2
s164_CIS_5960_2021_Fall,5960,Fall,2021,s164,3,2,CIS,4,2,4,3
s164_CIS_6500_2020_Spring,6500,Spring,2020,s164,1,2,CIS,2,2,2,1
s164_CIS_5990_2022_Spring,5990,Spring,2022,s164,2,1,CIS,1,1,2,2
s164_CIS_5530_2020_Fall,5530,Fall,2020,s164,3,2,CIS,4,3,4,4
s164_CIS_4600_2021_Spring,4600,Spring,2021,s164,1,1,CIS,1,1,1,1
s165_CIS_5810_2021_Fall,5810,Fall,2021,s165,5,1,CIS,5,4,4,5
s165_CIS_5680_2020_Fall,5680,Fall,2020,s165,1,5,CIS,1,2,1,2
s165_CIS_5560_2020_Spring,5560,Spring,2020,s165,5,5,CIS,5,4,5,4
s165_CIS_4110_2020_Spring,4110,Spring,2020,s165,5,2,CIS,4,5,5,4
s165_CIS_4210_2020_Fall,4210,Fall,2020,s165,5,1,CIS,4,4,5,4
s166_CIS_4010_2021_Spring,4010,Spring,2021,s166,4,5,CIS,4,3,5,4
s166_CIS_5600_2022_Fall,5600,Fall,2022,s166,4,3,CIS,4,5,4,5
s166_CIS_1950_2020_Fall,1950,Fall,2020,s166,2,5,CIS,3,2,1,2
s166_CIS_5950_2020_Spring,5950,Spring,2020,s166,2,4,CIS,1,1,1,2
s166_CIS_1810_2022_Spring,1810,Spring,2022,s166,1,3,CIS,1,2,2,2
s167_CIS_5640_2021_Spring,5640,Spring,2021,s167,4,3,CIS,5,4,5,5
s167_CIS_5190_2020_Fall,5190,Fall,2020,s167,1,5,CIS,1,1,2,1
s167_CIS_4980_2022_Spring,4980,Spring,2022,s167,5,2,CIS,4,5,4,4
s167_CIS_5680_2020_Fall,5680,Fall,2020,s167,1,2,CIS,1,2,1,1
s167_CIS_5610_2021_Fall,5610,Fall,2021,s167,1,3,CIS,2,1,1,1
s168_CIS_8950_2021_Spring,8950,Spring,2021,s168,3,1,CIS,2,4,4,2
s168_CIS_5620_2020_Fall,5620,Fall,2020,s168,2,1,CIS,2,2,3,1
s168_CIS_5230_2022_Spring,5230,Spring,2022,s168,3,5,CIS,3,4,4,3
s168_CIS_5470_2022_Fall,5470,Fall,2022,s168,4,4,CIS,3,5,5,3
s168_CIS_3200_2020_Fall,3200,Fall,2020,s168,1,2,CIS,2,1,1,1
s169_CIS_9990_2021_Spring,9990,Spring,2021,s169,4,1,CIS,3,5,5,5
s169_CIS_5010_2022_Spring,5010,Spring,2022,s169,4,1,CIS,5,5,3,3
s169_CIS_5050_2022_Fall,5050,Fall,2022,s169,4,2,CIS,5,4,4,4
s169_CIS_6770_2020_Fall,6770,Fall,2020,s169,4,4,CIS,3,4,5,5
s169_CIS_6010_2020_Fall,6010,Fall,2020,s169,2,5,CIS,3,2,2,2
s170_CIS_1960_2020_Spring,1960,Spring,2020,s170,3,4,CIS,2,2,4,3
s170_CIS_1050_2020_Fall,1050,Fall,2020,s170,2,5,CIS,2,1,2,1
s170_CIS_1950_2021_Fall,1950,Fall,2021,s170,4,3,CIS,3,5,3,4
s170_CIS_1210_2020_Spring,1210,Spring,2020,s170,5,4,CIS,5,5,4,4
s170_CIS_5540_2021_Spring,5540,Spring,2021,s170,5,2,CIS,5,5,5,5
s171_CIS_5480_2020_Fall,5480,Fall,2020,s171,5,1,CIS,5,5,4,5
s171_CIS_5950_2021_Fall,5950,Fall,2021,s171,1,5,CIS,2,1,2,1
s171_CIS_5470_2022_Fall,5470,Fall,2022,s171,1,3,CIS,2,1,1,1
s171_CIS_5670_2020_Spring,5670,Spring,2020,s171,1,3,CIS,1,1,1,1
s171_CIS_6600_2021_Fall,6600,Fall,2021,s171,5,5,CIS,5,5,5,5
s172_CIS_1400_2020_Spring,1400,Spring,2020,s172,4,4,CIS,3,5,4,3
s172_CIS_5360_2021_Spring,5360,Spring,2021,s172,5,3,CIS,4,4,5,5
s172_CIS_5820_2021_Spring,5820,Spring,2021,s172,2,5,CIS,3,2,1,3
s172_CIS_1400_2022_Fall,1400,Fall,2022,s172,2,2,CIS,3,2,2,3
s172_CIS_5190_2021_Spring,5190,Spring,2021,s172,4,4,CIS,4,5,4,4
s173_CIS_4210_2022_Spring,4210,Spring,2022,s173,3,3,CIS,3,3,2,3
s173_CIS_5540_2020_Spring,5540,Spring,2020,s173,1,2,CIS,1,1,1,1
s173_CIS_5530_2022_Fall,5530,Fall,2022,s173,3,3,CIS,4,4,4,4
s173_CIS_1930_2020_Fall,1930,Fall,2020,s173,5,4,CIS,5,4,4,5
s173_CIS_5520_2020_Spring,5520,Spring,2020,s173,3,2,CIS,2,2,2,4
s174_CIS_6100_2022_Fall,6100,Fall,2022,s174,4,5,CIS,4,3,4,3
s174_CIS_4710_2020_Spring,4710,Spring,2020,s174,1,3,CIS,1,1,1,2
s174_CIS_1890_2020_Spring,1890,Spring,2020,s174,2,5,CIS,3,2,1,1
s174_CIS_5190_2021_Spring,5190,Spring,2021,s174,2,4,CIS,1,2,1,1
s174_CIS_4210_2020_Spring,4210,Spring,2020,s174,2,3,CIS,1,2,3,1
s175_CIS_5620_2020_Fall,5620,Fall,2020,s175,1,5,CIS,1,1,1,1
s175_CIS_1970_2021_Fall,1970,Fall,2021,s175,2,5,CIS,3,1,1,2
s175_CIS_5230_2022_Fall,5230,Fall,2022,s175,2,4,CIS,1,2,3,1
s175_CIS_5960_2021_Spring,5960,Spring,2021,s175,3,5,CIS,4,4,4,2
s175_CIS_5500_2020_Spring,5500,Spring,2020,s175,3,4,CIS,4,3,2,4
s176_CIS_4600_2022_Spring,4600,Spring,2022,s176,5,2,CIS,4,4,5,4
s176_CIS_1400_2020_Spring,1400,Spring,2020,s176,1,3,CIS,2,2,1,2
s176_CIS_5000_2021_Fall,5000,Fall,2021,s176,3,4,CIS,2,2,4,4
s176_CIS_1400_2022_Fall,1400,Fall,2022,s176,3,1,CIS,2,3,2,2
s176_CIS_0099_2021_Spring,0099,Spring,2021,s176,4,5,CIS,5,5,3,4
s177_CIS_5230_2021_Spring,5230,Spring,2021,s177,1,1,CIS,2,1,1,1
s177_CIS_5910_2021_Spring,5910,Spring,2021,s177,1,2,CIS,1,1,1,2
s177_CIS_5630_2020_Spring,5630,Spring,2020,s177,5,5,CIS,5,4,5,4
s177_CIS_4110_2021_Spring,4110,Spring,2021,s177,4,4,CIS,3,5,4,5
s177_CIS_3980_2020_Fall,3980,Fall,2020,s177,3,1,CIS,2,2,3,4
s178_CIS_5730_2020_Spring,5730,Spring,2020,s178,1,1,CIS,1,2,1,1
s178_CIS_5110_2020_Fall,5110,Fall,2020,s178,5,3,CIS,5,5,5,5
s178_CIS_4500_2022_Spring,4500,Spring,2022,s178,2,2,CIS,1,1,2,1
s178_CIS_5560_2021_Fall,5560,Fall,2021,s178,1,3,CIS,1,2,2,2
s178_CIS_1810_2021_Spring,1810,Spring,2021,s178,1,5,CIS,1,1,2,1
s179_CIS_5950_2022_Fall,5950,Fall,2022,s179,3,2,CIS,3,4,3,3
s179_CIS_1600_2020_Fall,1600,Fall,2020,s179,5,5,CIS,5,5,4,5
s179_CIS_4360_2020_Fall,4360,Fall,2020,s179,3,2,CIS,4,4,2,4
s179_CIS_4670_2022_Spring,4670,Spring,2022,s179,4,3,CIS,5,5,4,4
s179_CIS_3990_2021_Spring,3990,Spring,2021,s179,5,4,CIS,5,5,4,5
s180_CIS_9950_2021_Fall,9950,Fall,2021,s180,5,4,CIS,4,5,5,4
s180_CIS_3990_2022_Fall,3990,Fall,2022,s180,1,4,CIS,2,1,2,1
s180_CIS_8100_2022_Spring,8100,Spring,2022,s180,5,4,CIS,5,5,5,4
s180_CIS_1810_2021_Fall,1810,Fall,2021,s180,4,4,CIS,5,4,4,5
s180_CIS_6730_2022_Spring,6730,Spring,2022,s180,3,1,CIS,2,4,3,3
s181_CIS_6100_2022_Spring,6100,Spring,2022,s181,5,3,CIS,5,5,5,5
s181_CIS_3500_2022_Fall,3500,Fall,2022,s181,4,5,CIS,5,3,3,3
s181_CIS_5050_2021_Spring,5050,Spring,2021,s181,4,4,CIS,5,3,4,5
